type	token_id	sense	confidence	annotator	annotations	annotators	agree_nr	agree_fct	left	target	right	comment	geen_reason	my_comment	comment_2	sense_2
spoor	spoor/noun/algemeen_dagblad_19990401_185/10	spoor_4	5	11_2	2	3	0.67	majority	Nee , ik was niet op Curaçao in het	spoor	van staatssecretaris Gijs de Vries van Koninkrijksrelaties , ofschoon ik hem daar wel harde noten	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/algemeen_dagblad_20010227_44/46	geen	3	5_3	2	3	0.67	majority	met wat later de paspoortaffaire is gaan heten . In zijn vorige week verschenen memoires	Sporen	trekken door strategische jaren , rekent hij af met dit verleden . Zelf zegt hij	titel	lost	NA	NA	unclear
spoor	spoor/noun/algemeen_dagblad_20010227_44/46	spoor_2	2	5_1	2	3	0.33	minority	met wat later de paspoortaffaire is gaan heten . In zijn vorige week verschenen memoires	Sporen	trekken door strategische jaren , rekent hij af met dit verleden . Zelf zegt hij	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/algemeen_dagblad_20010830_152/910	spoor_2	3	11_1	3	3	0.33	none	waren auteurs van Nederlandse musicals die , voordat Van den Ende zich aandiende , hun	sporen	hadden verdiend in het cabaret . In hun musicals lag de nadruk op taal en	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/algemeen_dagblad_20010830_152/910	spoor_8	5	11_2	3	3	0.33	none	waren auteurs van Nederlandse musicals die , voordat Van den Ende zich aandiende , hun	sporen	hadden verdiend in het cabaret . In hun musicals lag de nadruk op taal en	NA	NA	NA	NA	spoor_8
spoor	spoor/noun/algemeen_dagblad_20020325_28/105	spoor_4	3	11_1	2	3	0.67	majority	Na rust maakte Reina 3-0 . Bayern München en Schalke 04 blijven enigszins in het	spoor	van Leverkusen . De achterstand bedraagt vijf punten , met nog zes wedstrijden te gaan	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/algemeen_dagblad_20020325_28/105	spoor_4	5	11_2	2	3	0.67	majority	Na rust maakte Reina 3-0 . Bayern München en Schalke 04 blijven enigszins in het	spoor	van Leverkusen . De achterstand bedraagt vijf punten , met nog zes wedstrijden te gaan	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/algemeen_dagblad_20041201_22/169	spoor_4	5	11_2	2	3	0.67	majority	te doen lijken . Wegwijzers zijn weggehaald en het navigatiesysteem van de auto raakt het	spoor	bijster als we het dorpje naderen omdat de meeste toegangswegen al zijn verlegd . Als	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20000706_01_73/808	spoor_2	4	11_1	2	3	0.67	majority	Wesley Shipp ) en haar stiefdochter Nina . De politie staat machteloos omdat Eddie geen	sporen	nalaat . Ellen besluit het hierbij niet te laten . Verkeersagressie : een actueler thema	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_morgen_20000706_01_73/808	spoor_2	4	11_3	2	3	0.67	majority	Wesley Shipp ) en haar stiefdochter Nina . De politie staat machteloos omdat Eddie geen	sporen	nalaat . Ellen besluit het hierbij niet te laten . Verkeersagressie : een actueler thema	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_morgen_20001207_01_100/92	spoor_1	2	2_1	2	3	0.33	minority	verwacht voor de Federale Beleidsnota Drugs van minister van Volksgezondheid Magda Aelvoet . De twee	sporen	die zich de voorbije dagen aftekenden , liggen nog altijd netjes naast elkaar op de	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/de_morgen_20001228_01_85/271	spoor_1	3	11_3	3	3	0.33	none	overname van Titan , dochter van het Nederlandse Internoc , door uitzendgroep Creyf's liet haar	sporen	na . De verkoper , genoteerd op de Brusselse nieuwe markt , won 29,03 procent	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/de_morgen_20001228_01_85/271	spoor_2	4	11_1	3	3	0.33	none	overname van Titan , dochter van het Nederlandse Internoc , door uitzendgroep Creyf's liet haar	sporen	na . De verkoper , genoteerd op de Brusselse nieuwe markt , won 29,03 procent	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_morgen_20010616_01_156/168	spoor_5	5	11_2	2	3	0.33	minority	de wetenschap en de journalisten om een leefbaar alternatief voor de verwoestende agro-industrie op de	sporen	te zetten . S. De Clercq / Wevelgem Bio is gezonder ( 2 ) In	NA	NA	NA	NA	spoor_5
spoor	spoor/noun/de_morgen_20010910_01_16/982	spoor_4	4	2_2	2	3	0.67	majority	nieuwe studiedienst samenstellen . Tegen oktober volgend jaar moet duidelijk zijn of we op het	spoor	zitten . Maar ik wil wel degelijk mijn stempel drukken op de vernieuwingsbeweging .	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20010910_01_16/982	spoor_4	5	2_1	2	3	0.67	majority	nieuwe studiedienst samenstellen . Tegen oktober volgend jaar moet duidelijk zijn of we op het	spoor	zitten . Maar ik wil wel degelijk mijn stempel drukken op de vernieuwingsbeweging .	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20020104_01_94/269	spoor_1	2	11_3	3	3	0.33	none	Genoeg reden voor Barcelona om de populaire architect , die in de hele stad zijn	sporen	naliet , met de gepaste eerbied te herdenken . Juni 2002 wordt het hoogtepunt van	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/de_morgen_20020104_01_94/269	spoor_2	4	11_1	3	3	0.33	none	Genoeg reden voor Barcelona om de populaire architect , die in de hele stad zijn	sporen	naliet , met de gepaste eerbied te herdenken . Juni 2002 wordt het hoogtepunt van	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_morgen_20030301_01_185/879	spoor_1	2	11_3	3	3	0.33	none	hij , volgens hemzelf , op regelmatige basis was geslagen en gefolterd , had haar	sporen	nagelaten . Volgens vrienden was Seselj zelfs gestoord toen hij eruit kwam . En dat	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/de_morgen_20030301_01_185/879	spoor_2	4	11_1	3	3	0.33	none	hij , volgens hemzelf , op regelmatige basis was geslagen en gefolterd , had haar	sporen	nagelaten . Volgens vrienden was Seselj zelfs gestoord toen hij eruit kwam . En dat	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_morgen_20030630_01_55/12	spoor_4	3	2_1	2	3	0.67	majority	16 pagina's sportbijlagekoning van kermiskoersen nu kampioen16 pagina's werchter-bijlageop het juiste	spoor	de top-20 van de weispetterend couleur café cultuur , pagina's 9 en	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20030630_01_55/12	spoor_4	4	2_3	2	3	0.67	majority	16 pagina's sportbijlagekoning van kermiskoersen nu kampioen16 pagina's werchter-bijlageop het juiste	spoor	de top-20 van de weispetterend couleur café cultuur , pagina's 9 en	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20030822_01_106/71	spoor_4	3	2_1	2	3	0.33	minority	WK in Japan , maar die met de sleutelwedstrijd tegen Tsjechië in aantocht , het	spoor	bijster is . ' ( Het Parool ) ' In het laatste oefenduel voor de	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20040202_01_90/169	spoor_4	0	2_2	2	3	0.67	majority	"gebrek aan spirit dat verschillende spelers toonden . 	 Vijf minuten bleef Racing in het"	spoor	( 8-10 ) , dan namen de bezoekers autoritair het heft in handen .	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_morgen_20040202_01_90/169	spoor_4	2	2_1	2	3	0.67	majority	"gebrek aan spirit dat verschillende spelers toonden . 	 Vijf minuten bleef Racing in het"	spoor	( 8-10 ) , dan namen de bezoekers autoritair het heft in handen .	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_standaard_20010618_01_12/1024	spoor_4	3	13_1	2	3	0.67	majority	basis aan het project meewerkt . Hijzelf heeft als taak Simon en Odil op de	sporen	te zetten . Zo wil hij de acht kinderkankerafdelingen van Belgische ziekenhuizen overtuigen om mee	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_standaard_20010618_01_12/1024	spoor_4	3	13_3	2	3	0.67	majority	basis aan het project meewerkt . Hijzelf heeft als taak Simon en Odil op de	sporen	te zetten . Zo wil hij de acht kinderkankerafdelingen van Belgische ziekenhuizen overtuigen om mee	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_standaard_20011208_01_131/4	spoor_2	2	13_3	3	3	0.33	none	Kunst op het	spoor	ARCHEOLOGIE Van onze redacteur Geert Sels HOEGAARDEN -- Voor de NMBS de bodem tussen Brussel	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_standaard_20011208_01_131/4	spoor_5	4	13_1	3	3	0.33	none	Kunst op het	spoor	ARCHEOLOGIE Van onze redacteur Geert Sels HOEGAARDEN -- Voor de NMBS de bodem tussen Brussel	NA	NA	NA	NA	spoor_5
spoor	spoor/noun/de_standaard_20020703_01_63/512	spoor_2	1	2_1	3	3	0.33	none	gevolgd . Prima , maar helaas bekijken de critici ons van op een erg smal	spoor	. Vooral de media focussen haast uitsluitend op de korte termijn , becommentariëren liever snapshots	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_standaard_20020703_01_63/512	spoor_4	0	2_2	3	3	0.33	none	gevolgd . Prima , maar helaas bekijken de critici ons van op een erg smal	spoor	. Vooral de media focussen haast uitsluitend op de korte termijn , becommentariëren liever snapshots	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_standaard_20040209_01_132/8	spoor_4	3	13_3	2	3	0.67	majority	KORT GEDING CONCERT Thou op het goede	spoor	"Thou , Handelsbeurs Gent , 7 februari . 	 I like girls in Russia"	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_standaard_20040209_01_132/8	spoor_4	5	13_1	2	3	0.67	majority	KORT GEDING CONCERT Thou op het goede	spoor	"Thou , Handelsbeurs Gent , 7 februari . 	 I like girls in Russia"	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/de_standaard_20040306_01_189/362	spoor_2	2	13_3	2	3	0.67	majority	. Het was een tekst met 46 vraagtekens en geen antwoorden , waarmee hij oude	sporen	als de satanische sekte Abrasax , de graafwerken in Jumet en X1 nieuw leven probeerde	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/de_standaard_20040306_01_189/362	spoor_2	4	13_1	2	3	0.67	majority	. Het was een tekst met 46 vraagtekens en geen antwoorden , waarmee hij oude	sporen	als de satanische sekte Abrasax , de graafwerken in Jumet en X1 nieuw leven probeerde	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/het_laatste_nieuws_20000831_01_264/191	spoor_6	4	4_3	3	3	0.33	none	. Je kunt moeilijk beweren dat het een exclusieve Vlaamse aangelegenheid is , want alle	sporen	lopen naar Wallonië . andquot; ( PhT	NA	NA	NA	NA	spoor_6
spoor	spoor/noun/het_laatste_nieuws_20010319_01_264/236	spoor_1	2	16_3	3	3	0.33	none	de kop nam , fietste ik bestendig tegen de limiet . Maar ik wilde zijn	spoor	niet lossen . Eigenlijk was ik er niet gerust in om samen met Boonen naar	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/het_laatste_nieuws_20010319_01_264/236	spoor_4	3	16_2	3	3	0.33	none	de kop nam , fietste ik bestendig tegen de limiet . Maar ik wilde zijn	spoor	niet lossen . Eigenlijk was ik er niet gerust in om samen met Boonen naar	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/het_laatste_nieuws_20010831_01_93/203	spoor_2	3	16_3	2	3	0.67	majority	werd een watertank met een inhoud van 1.500 liter gestolen . Van de daders geen	spoor	. ( VBJB	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/het_laatste_nieuws_20010831_01_93/203	spoor_2	5	16_1	2	3	0.67	majority	werd een watertank met een inhoud van 1.500 liter gestolen . Van de daders geen	spoor	. ( VBJB	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/het_laatste_nieuws_20011124_01_428/210	spoor_1	0	16_1	3	3	0.33	none	Polen verliet , om zich met haar familie in Tongeren te vestigen . In het	spoor	van haar moeder Jola , die 250 wedstrijden voor de Poolse nationale ploeg speelde en	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/het_laatste_nieuws_20011124_01_428/210	spoor_4	3	16_3	3	3	0.33	none	Polen verliet , om zich met haar familie in Tongeren te vestigen . In het	spoor	van haar moeder Jola , die 250 wedstrijden voor de Poolse nationale ploeg speelde en	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/het_laatste_nieuws_20040504_01_416/52	spoor_2	3	16_1	2	3	0.67	majority	de motorkap van zijn auto losgewrikt en verdwenen . Van de daders is nog geen	spoor	NA	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/het_laatste_nieuws_20040504_01_416/52	spoor_2	4	16_3	2	3	0.67	majority	de motorkap van zijn auto losgewrikt en verdwenen . Van de daders is nog geen	spoor	NA	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/het_laatste_nieuws_20040621_01_469/104	spoor_1	3	16_2	3	3	0.33	none	Stessens bereikte het eerste keerpunt in de aanloopronde met een lang gerokken groep in zijn	spoor	. Bij het ingaan van de drie grote ronden vormde er zich een kopgroepje van	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/het_laatste_nieuws_20040621_01_469/104	spoor_4	2	16_3	3	3	0.33	none	Stessens bereikte het eerste keerpunt in de aanloopronde met een lang gerokken groep in zijn	spoor	. Bij het ingaan van de drie grote ronden vormde er zich een kopgroepje van	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/het_nieuwsblad_20000315_01_581/298	spoor_4	5	18_3	2	3	0.67	majority	van de Cipressa moet hij zich ver van alle gewoel houden . Rustig in het	spoor	van een ploegmaat . En wachten , wachten . Het krachtenarsenaal zo lang mogelijk intact	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/het_nieuwsblad_20000916_01_527/102	spoor_4	5	4_2	2	3	0.67	majority	. Hij moet net voor de crash nog gezien hebben dat hij van het juiste	spoor	was afgeweken , want er was een duidelijk remspoor van acht meter . Het duurde	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/het_nieuwsblad_20000916_01_527/102	spoor_4	5	4_3	2	3	0.67	majority	. Hij moet net voor de crash nog gezien hebben dat hij van het juiste	spoor	was afgeweken , want er was een duidelijk remspoor van acht meter . Het duurde	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/nrc_handelsblad_20000823_29/45	spoor_2	3	3_2	3	3	0.33	none	"de moord noemden ze 	 haat tegen buitenlanders 	 . De drie toonden geen enkel"	spoor	van berouw , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden . Dat	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/nrc_handelsblad_20011005_6/250	spoor_2	1	3_1	2	3	0.67	majority	van de militante beweging zich uit . Toen er in de regeringsgebouwen in Islamabad geen	spoor	van overzicht of terughoudendheid over was , richtten de fanaticide blik op het internationale terrorisme	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/nrc_handelsblad_20011005_6/250	spoor_2	4	3_2	2	3	0.67	majority	van de militante beweging zich uit . Toen er in de regeringsgebouwen in Islamabad geen	spoor	van overzicht of terughoudendheid over was , richtten de fanaticide blik op het internationale terrorisme	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/nrc_handelsblad_20020415_116/1032	spoor_2	4	3_3	2	3	0.67	majority	. Volgens De Schutter moest Barrez Van Noppen alleen intimideren . Via hen leidde het	spoor	naar veehandelaar Germain Daenen en uiteindelijk naar Vercauteren , die beiden ontkennen . Flor van	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/nrc_handelsblad_20020911_129/658	spoor_1	3	3_1	3	3	0.33	none	anders dan een politieke liquidatie . Aanwijzing hiervoor is dat er niet alleen geen enkel	spoor	van verzet door Tosh was gevonden , maar ook dat er niets was weggenomen uit	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/nrc_handelsblad_20020911_129/658	spoor_2	4	3_2	3	3	0.33	none	anders dan een politieke liquidatie . Aanwijzing hiervoor is dat er niet alleen geen enkel	spoor	van verzet door Tosh was gevonden , maar ook dat er niets was weggenomen uit	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/nrc_handelsblad_20021004_159/1039	spoor_4	3	3_1	2	3	0.67	majority	Dat is een ingreep die van literair meesterschap getuigt . We waren eerlijk gezegd het	spoor	een beetje bijster geraakt tussen de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/nrc_handelsblad_20021004_159/1039	spoor_4	4	3_2	2	3	0.67	majority	Dat is een ingreep die van literair meesterschap getuigt . We waren eerlijk gezegd het	spoor	een beetje bijster geraakt tussen de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/parool_19990409_125/135	spoor_2	0	1_1	3	4	0.25	minority	, concurrent : mededinger om de beste positie , extreem : buiten ( gangbare )	sporen	( sporig ) , boycotten : dwars-bomen , in de clinch , in onmin (	NA	NA	NA	NA	spoor_2
spoor	spoor/noun/parool_19990409_125/135	spoor_5	2	1_3	3	4	0.25	minority	, concurrent : mededinger om de beste positie , extreem : buiten ( gangbare )	sporen	( sporig ) , boycotten : dwars-bomen , in de clinch , in onmin (	NA	NA	NA	NA	spoor_5
spoor	spoor/noun/parool_20010614_76/200	spoor_1	3	5_3	3	3	0.33	none	met laserstralen liet behandelen zodat hij nog scherper de greens kan afspeuren om het juiste	spoor	naar de hole te kunnen bepalen . Die dit jaar de Grand Slam wil behalen	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/parool_20010614_76/200	spoor_4	3	5_1	3	3	0.33	none	met laserstralen liet behandelen zodat hij nog scherper de greens kan afspeuren om het juiste	spoor	naar de hole te kunnen bepalen . Die dit jaar de Grand Slam wil behalen	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/parool_20020218_126/83	spoor_1	2	5_1	2	3	0.67	majority	derde , op 2.05 van Bartoli . De Nederlander van de Rabobankploeg kon zaterdag het	spoor	van de Italiaan goed volgen in de koninginnerit over 147 kilometer tussen La Londe en	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/parool_20020218_126/83	spoor_1	4	5_3	2	3	0.67	majority	derde , op 2.05 van Bartoli . De Nederlander van de Rabobankploeg kon zaterdag het	spoor	van de Italiaan goed volgen in de koninginnerit over 147 kilometer tussen La Londe en	NA	NA	NA	NA	spoor_1
spoor	spoor/noun/volkskrant_20010716_96/406	spoor_4	3	3_1	2	3	0.67	majority	in tiende positie , maar bij een aanval op een concurrent koos hij een verkeerd	spoor	en reed hij zich vast in de modder . Zijn Husaberg sloeg af en bleef	NA	NA	NA	NA	spoor_4
spoor	spoor/noun/volkskrant_20010716_96/406	spoor_4	4	3_2	2	3	0.67	majority	in tiende positie , maar bij een aanval op een concurrent koos hij een verkeerd	spoor	en reed hij zich vast in de modder . Zijn Husaberg sloeg af en bleef	NA	NA	NA	NA	spoor_4
spot	spot/noun/algemeen_dagblad_20011015_114/632	spot_2	1	12_3	2	3	0.67	majority	er jaarlijks zo'n 5000 de lucht uit geschoten . Gelukkig maakt Easy Jet voor zijn	spot	alleen gebruik van de wilde - Amerikaanse - zwaan	NA	NA	NA	NA	spot_2
spot	spot/noun/algemeen_dagblad_20011015_114/632	spot_2	5	12_1	2	3	0.67	majority	er jaarlijks zo'n 5000 de lucht uit geschoten . Gelukkig maakt Easy Jet voor zijn	spot	alleen gebruik van de wilde - Amerikaanse - zwaan	NA	NA	NA	NA	spot_2
spot	spot/noun/de_morgen_20031220_01_102/987	spot_2	2	18_3	2	3	0.67	majority	"politiek . Het is tijd dat de Democraten daarover nadenken . 	 Het was een"	spot	die Bush zo kan overnemen . Bush ' populariteit stijgt van de ene op de	NA	NA	NA	NA	spot_2
spot	spot/noun/de_standaard_20001016_01_113/65	spot_2	3	7_2	2	3	0.33	minority	, van de paasexamens tot het einde van het schooljaar . Canvas , 21.10-21.35 uur	Spots	DE meeste leerlingen van de camioneursschool hebben al een heel circuit van scholen en diverse	NA	NA	NA	NA	spot_2
spot	spot/noun/de_standaard_20020204_01_86/770	spot_3	1	7_2	2	3	0.33	minority	volledig automatisch in formatie te laten vliegen , en om ze te helpen elkaars sweet	spot	te vinden , de plaats van de opwaartse luchtstroom . Het volgende doel , dat	NA	NA	NA	NA	spot_3
spot	spot/noun/de_standaard_20031122_01_131/226	spot_3	1	7_2	2	3	0.33	minority	kén ik geen vrouwen die beantwoorden aan het geschetste profiel , die alle Europese hot	spots	kennen en altijd de nieuwste en meest exclusieve cosmetische producten in huis halen . Alles	NA	NA	NA	NA	spot_3
spot	spot/noun/de_standaard_20040428_01_53/697	spot_3	1	7_2	2	3	0.33	minority	samen . Geen plek is veilig voor hun ruime interesse . Ze hebben pas Hot	spots	achter de rug , dat ze in het Atheense Thesseum realiseerden met een toeristengids ,	NA	NA	NA	NA	spot_3
spot	spot/noun/het_laatste_nieuws_20010330_01_169/138	spot_2	3	7_3	2	3	0.67	majority	vier vriendinnen in de buurt . Als vrouwelijke figurant weet je dat er in de	spot	een taak als supporter is weggelegd . Ik heb me gisteren met veel overtuiging in	NA	NA	NA	NA	spot_2
spot	spot/noun/het_laatste_nieuws_20010330_01_169/138	spot_2	4	7_2	2	3	0.67	majority	vier vriendinnen in de buurt . Als vrouwelijke figurant weet je dat er in de	spot	een taak als supporter is weggelegd . Ik heb me gisteren met veel overtuiging in	NA	NA	NA	NA	spot_2
